url,predicted,correct
https://store.steampoweredsteampowered.com/steampowered,1,True
https://store.steampowered.comsteampowered.com/steampowered,1,True
https://store.steampoweredsteampowered.com.com/steampowered,1,True
https://store.steam-poweredsteampowered.com/steampowered,1,True
https://store.steampoweredsteam-powered.com/steampowered,1,True
https://store.3-poweredsteampowered.com/steampowered,1,True
https://store.steampowered3-powered.com/steampowered,1,True
https://store.steam-operatedsteampowered.com/steampowered,1,True
https://store.steampoweredsteam-operated.com/steampowered,1,True
https://store.steampunkedsteampowered.com/steampowered,1,True
https://store.steampoweredsteampunked.com/steampowered,1,True
https://store.pre-moddedsteampowered.com/steampowered,0,False
https://store.steampoweredpre-modded.com/steampowered,0,False
https://store.steampipesteampowered.com/steampowered,0,False
https://store.steampoweredsteampipe.com/steampowered,0,False
https://store.multi-wheeledsteampowered.com/steampowered,0,False
https://store.steampoweredmulti-wheeled.com/steampowered,0,False
https://store.steampunk-inspiredsteampowered.com/steampowered,1,True
https://store.steampoweredsteampunk-inspired.com/steampowered,1,True
https://store.magic-poweredsteampowered.com/steampowered,1,True
https://store.steampoweredmagic-powered.com/steampowered,1,True
https://store.anime-styledsteampowered.com/steampowered,1,True
https://store.steampoweredanime-styled.com/steampowered,0,False
https://store.muscle-poweredsteampowered.com/steampowered,1,True
https://store.steampoweredmuscle-powered.com/steampowered,1,True
https://store.pre-overclockedsteampowered.com/steampowered,0,False
https://store.steampoweredpre-overclocked.com/steampowered,0,False
https://store.ai-assistedsteampowered.com/steampowered,1,True
https://store.steampoweredai-assisted.com/steampowered,0,False
https://store.steam-basedsteampowered.com/steampowered,1,True
https://store.steampoweredsteam-based.com/steampowered,1,True
https://store.hovercraftssteampowered.com/steampowered,1,True
https://store.steampoweredhovercrafts.com/steampowered,1,True
https://store.computer-runsteampowered.com/steampowered,1,True
https://store.steampoweredcomputer-run.com/steampowered,0,False
https://store.garage-builtsteampowered.com/steampowered,0,False
https://store.steampoweredgarage-built.com/steampowered,0,False
https://store.water-propelledsteampowered.com/steampowered,1,True
https://store.steampoweredwater-propelled.com/steampowered,0,False
https://store.8-wheeledsteampowered.com/steampowered,1,True
https://store.steampowered8-wheeled.com/steampowered,1,True
https://store.steamworkssteampowered.com/steampowered,1,True
https://store.steampoweredsteamworks.com/steampowered,0,False
https://store.smartphone-poweredsteampowered.com/steampowered,1,True
https://store.steampoweredsmartphone-powered.com/steampowered,1,True
https://store.steampunk-themedsteampowered.com/steampowered,1,True
https://store.steampoweredsteampunk-themed.com/steampowered,1,True
https://store.game-inspiredsteampowered.com/steampowered,0,False
https://store.steampoweredgame-inspired.com/steampowered,0,False
https://store.testosterone-infusedsteampowered.com/steampowered,1,True
https://store.steampoweredtestosterone-infused.com/steampowered,1,True
https://store.sail-poweredsteampowered.com/steampowered,1,True
https://store.steampoweredsail-powered.com/steampowered,1,True
https://store.steel-jacketedsteampowered.com/steampowered,0,False
https://store.steampoweredsteel-jacketed.com/steampowered,0,False
https://store.tall-mastedsteampowered.com/steampowered,1,True
https://store.steampoweredtall-masted.com/steampowered,1,True
https://store.fusion-poweredsteampowered.com/steampowered,0,False
https://store.steampoweredfusion-powered.com/steampowered,0,False
https://store.single-wheeledsteampowered.com/steampowered,0,False
https://store.steampoweredsingle-wheeled.com/steampowered,0,False
https://store.smartphone-enabledsteampowered.com/steampowered,1,True
https://store.steampoweredsmartphone-enabled.com/steampowered,1,True
https://store.moddifiedsteampowered.com/steampowered,0,False
https://store.steampoweredmoddified.com/steampowered,0,False
https://store.propeller-poweredsteampowered.com/steampowered,1,True
https://store.steampoweredpropeller-powered.com/steampowered,1,True
https://store.console-typesteampowered.com/steampowered,1,True
https://store.steampoweredconsole-type.com/steampowered,1,True
https://store.renforcedsteampowered.com/steampowered,0,False
https://store.steampoweredrenforced.com/steampowered,0,False
https://store.engine-poweredsteampowered.com/steampowered,1,True
https://store.steampoweredengine-powered.com/steampowered,1,True
https://store.assambledsteampowered.com/steampowered,0,False
https://store.steampoweredassambled.com/steampowered,0,False
https://store.human-pilotedsteampowered.com/steampowered,0,False
https://store.steampoweredhuman-piloted.com/steampowered,0,False
https://store.dual-screenedsteampowered.com/steampowered,1,True
https://store.steampowereddual-screened.com/steampowered,0,False
https://store.nvitedsteampowered.com/steampowered,1,True
https://store.steampowerednvited.com/steampowered,0,False
https://store.cartoon-styledsteampowered.com/steampowered,1,True
https://store.steampoweredcartoon-styled.com/steampowered,0,False
https://store.store.steampowered.comsteampowered.com/steampowered,1,True
https://store.steampoweredstore.steampowered.com.com/steampowered,1,True
https://store.hovercraftsteampowered.com/steampowered,0,False
https://store.steampoweredhovercraft.com/steampowered,0,False
https://store.steampunksteampowered.com/steampowered,1,True
https://store.steampoweredsteampunk.com/steampowered,1,True
https://store.www.steampowered.comsteampowered.com/steampowered,1,True
https://store.steampoweredwww.steampowered.com.com/steampowered,1,True
https://store.touchscreen-equippedsteampowered.com/steampowered,0,False
https://store.steampoweredtouchscreen-equipped.com/steampowered,0,False
https://www.netflixnetflix.com/netflix/au,1,True
https://www.netflixnetflix.com/netflix/au.php,1,True
https://www.netflixnetflix.com/netflix/au.htm,1,True
https://www.netflixnetflix.com/netflix/au.ashx,1,True
https://www.netflixnetflix.com/netflix/au.swf,1,True
https://www.netflixnetflix.com/netflix/au.exe,1,True
https://www.netflixnetflix.com/netflix/au.fcgi,1,True
https://www.netflixnetflix.com/netflix/au.com-iherkmopto,1,True
https://www.netflixnetflix.com/netflix/au.com,1,True
https://www.netflixnetflix.com/netflix/au.cgi-sessargs=mZsth,1,True
https://www.netflixnetflix.com/netflix/au.account,1,True
https://www.netflixnetflix.com/netflix/au.cancel,1,True
https://www.netflixnetflix.com/netflix/au.au,1,True
https://www.netflixnetflix.com/netflix/au.de,1,True
https://www.netflixnetflix.com/netflix/au.apple,1,True
https://www.netflixnetflix.com/netflix/au.Angaben,1,True
https://www.netflixnetflix.com/netflix/au.php_nfpb=login,1,True
https://www.netflixnetflix.com/netflix/au.jpg,1,True
https://www.netflixnetflix.com/netflix/au.alert,1,True
https://www.netflixnetflix.com/netflix/au.UAUTfrom=outilUWHOAccueil,1,True
https://www.netflixnetflix.com/netflix/au.verified,1,True
https://www.netflixnetflix.com/netflix/au.itauToken,1,True
https://www.netflixnetflix.com/netflix/au.com-dropbox-for-business,1,True
https://www.netflixnetflix.com/netflix/au.paypal,1,True
https://www.netflixnetflix.com/netflix/au.txt,1,True
https://www.netflixnetflix.com/netflix/au.ws,1,True
https://www.netflixnetflix.com/netflix/au.--valhCPT,1,True
https://www.netflixnetflix.com/netflix/au.sitenovo,1,True
https://www.netflixnetflix.com/netflix/au.x=Us,1,True
https://www.netflixnetflix.com/netflix/au.port,1,True
https://www.netflixnetflix.com/netflix/au.it,1,True
https://www.netflixnetflix.com/netflix/au.docc,1,True
https://www.netflixnetflix.com/netflix/au.do,1,True
https://www.netflixnetflix.com/netflix/au.file,1,True
https://www.netflixnetflix.com/netflix/au.net,1,True
https://www.netflixnetflix.com/netflix/au.online,1,True
https://www.netflixnetflix.com/netflix/au.doc,1,True
https://www.netflixnetflix.com/netflix/au.sg,1,True
https://www.netflixnetflix.com/netflix/au.https,1,True
https://www.netflixnetflix.com/netflix/au.http,1,True
https://www.netflixnetflix.com/netflix/au.rtxt,1,True
https://www.netflixnetflix.com/netflix/au.base,1,True
https://www.netflixnetflix.com/netflix/au.secure,1,True
https://www.netflixnetflix.com/netflix/au.ini,1,True
